open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
2023-07-24 12:00:00,2.6478,2.6557,2.391,2.5563,16849324,2023-07-24 12:59:59.999,42416264.0682,139149,9315264,23440617.9551,0
2023-07-24 13:00:00,2.5569,2.5923,2.4416,2.4534,10513084,2023-07-24 13:59:59.999,26531139.9396,98622,5115547,12928265.0945,0
2023-07-24 14:00:00,2.4534,2.4696,2.1716,2.2699,29348832,2023-07-24 14:59:59.999,66935537.8117,207400,14366418,32769101.4602,0
2023-07-24 15:00:00,2.2698,2.2927,2.151,2.2274,21175385,2023-07-24 15:59:59.999,46907601.3228,194244,10625202,23556277.8217,0
2023-07-24 16:00:00,2.2262,2.3535,2.2132,2.2776,17822469,2023-07-24 16:59:59.999,40645570.5451,159251,9106618,20776276.1291,0
2023-07-24 17:00:00,2.2774,2.2785,2.1149,2.1822,18376748,2023-07-24 17:59:59.999,40162193.1497,189430,8686162,18987866.6303,0
2023-07-24 18:00:00,2.1823,2.2537,2.136,2.2052,10939922,2023-07-24 18:59:59.999,24065951.2722,126902,5881709,12948048.3579,0
2023-07-24 19:00:00,2.2046,2.23,2.133,2.1479,6819612,2023-07-24 19:59:59.999,14919282.7028,80180,3207458,7020774.501,0
2023-07-24 20:00:00,2.1479,2.1724,2.0338,2.0578,12834026,2023-07-24 20:59:59.999,26990192.376,135749,5925501,12485410.4522,0
2023-07-24 21:00:00,2.058,2.1268,1.9942,2.0945,16605865,2023-07-24 21:59:59.999,34020783.097,134808,8315802,17044319.6877,0
2023-07-24 22:00:00,2.0945,2.168,2.069,2.1272,14370583,2023-07-24 22:59:59.999,30402834.0419,121278,7176857,15190193.464,0
2023-07-24 23:00:00,2.1268,2.2275,2.0998,2.1592,12688500,2023-07-24 23:59:59.999,27283220.4245,101568,6708768,14447413.7047,0
2023-07-25 00:00:00,2.1589,2.2688,2.133,2.2016,15795849,2023-07-25 00:59:59.999,34734931.1898,129558,7997124,17595248.7708,0
2023-07-25 01:00:00,2.2023,2.2226,2.0856,2.1242,11303193,2023-07-25 01:59:59.999,24212723.0636,90030,5547935,11878726.5788,0
2023-07-25 02:00:00,2.124,2.161,1.829,1.9347,29361204,2023-07-25 02:59:59.999,57520274.6098,210504,13886196,27186673.8341,0
2023-07-25 03:00:00,1.9361,1.985,1.904,1.9622,11285042,2023-07-25 03:59:59.999,21794622.381,89799,6032852,11662295.6662,0
2023-07-25 04:00:00,1.9622,1.979,1.922,1.948,9893153,2023-07-25 04:59:59.999,19301321.3171,77396,5135059,10024304.17,0
2023-07-25 05:00:00,1.9485,2.1,1.948,2.0503,18409450,2023-07-25 05:59:59.999,37146083.6763,144991,9666214,19514686.2022,0
