open_time,open,high,low,close,volume,close_time,quote_volume,MACD,Signal,MACD_Histogram
2023-07-01 00:00:00,30460.2,30527.2,30405.6,30459.1,8790.092,2023-07-01 00:59:59.999,267887525.8696,,,
2023-07-01 01:00:00,30459.1,30475.7,30367.4,30433.4,8597.761,2023-07-01 01:59:59.999,261595400.5754,,,
2023-07-01 02:00:00,30433.3,30522.0,30380.0,30408.4,7545.346,2023-07-01 02:59:59.999,229735106.6884,,,
2023-07-01 03:00:00,30408.4,30435.7,30362.0,30391.2,4845.068,2023-07-01 03:59:59.999,147269561.8964,,,
2023-07-01 04:00:00,30391.2,30412.3,30311.3,30381.4,8790.926,2023-07-01 04:59:59.999,266895480.47418,,,
2023-07-01 05:00:00,30381.3,30423.4,30381.3,30415.2,3181.5,2023-07-01 05:59:59.999,96719550.159,,,
2023-07-01 06:00:00,30415.3,30462.8,30387.6,30441.5,6672.144,2023-07-01 06:59:59.999,203003463.1387,,,
2023-07-01 07:00:00,30441.4,30450.4,30395.0,30448.1,4886.939,2023-07-01 07:59:59.999,148686333.7309,,,
2023-07-01 08:00:00,30448.1,30459.7,30405.0,30429.8,3947.466,2023-07-01 08:59:59.999,120155244.3243,,,
2023-07-01 09:00:00,30429.8,30454.1,30420.0,30431.2,3296.213,2023-07-01 09:59:59.999,100334077.8611,,,
2023-07-01 10:00:00,30431.2,30482.5,30416.0,30455.8,6517.868,2023-07-01 10:59:59.999,198487804.6471,,,
2023-07-01 11:00:00,30455.7,30589.8,30455.7,30508.5,9933.567,2023-07-01 11:59:59.999,303159529.08236,,,
2023-07-01 12:00:00,30508.5,30625.4,30490.8,30551.9,10538.99,2023-07-01 12:59:59.999,322194436.8738,,,
2023-07-01 13:00:00,30552.0,30635.9,30523.8,30550.0,7922.508,2023-07-01 13:59:59.999,242202742.8327,,,
2023-07-01 14:00:00,30549.9,30611.7,30520.5,30598.8,6270.714,2023-07-01 14:59:59.999,191674075.7942,,,
2023-07-01 15:00:00,30598.8,30668.2,30530.6,30561.5,8156.755,2023-07-01 15:59:59.999,249526639.3927,,,
2023-07-01 16:00:00,30561.5,30585.9,30533.8,30564.0,4876.455,2023-07-01 16:59:59.999,148997745.3077,,,
2023-07-01 17:00:00,30564.0,30585.8,30539.7,30562.5,3422.961,2023-07-01 17:59:59.999,104632882.4366,,,
2023-07-01 18:00:00,30562.5,30606.0,30557.6,30599.9,2630.616,2023-07-01 18:59:59.999,80457106.4721,,,
2023-07-01 19:00:00,30599.9,30626.0,30584.1,30600.5,5161.883,2023-07-01 19:59:59.999,157969335.4015,,,
2023-07-01 20:00:00,30600.5,30605.1,30567.1,30577.8,2078.168,2023-07-01 20:59:59.999,63568420.5212,,,
2023-07-01 21:00:00,30577.8,30596.1,30558.1,30574.7,2034.895,2023-07-01 21:59:59.999,62218249.4138,37.104161170180305,,
2023-07-01 22:00:00,30574.7,30600.9,30534.3,30569.2,3380.29,2023-07-01 22:59:59.999,103331759.6419,35.63036058762009,,
2023-07-01 23:00:00,30569.2,30594.7,30550.2,30573.6,2041.121,2023-07-01 23:59:59.999,62396517.5928,34.42062667720893,,
2023-07-02 00:00:00,30573.6,30650.0,30537.1,30567.9,8593.508,2023-07-02 00:59:59.999,262798769.6846,32.62587074537805,,
2023-07-02 01:00:00,30568.0,30591.2,30543.2,30559.6,3935.081,2023-07-02 01:59:59.999,120272417.9187,30.185809878614236,,
2023-07-02 02:00:00,30559.6,30607.5,30458.0,30535.0,9034.718,2023-07-02 02:59:59.999,275932973.0162,25.967690283534466,,
2023-07-02 03:00:00,30535.0,30545.7,30467.4,30505.2,5548.348,2023-07-02 03:59:59.999,169283377.6576,19.989759657371906,,
2023-07-02 04:00:00,30505.3,30537.0,30471.4,30525.1,5442.532,2023-07-02 04:59:59.999,166037124.2196,16.66585663508522,,
2023-07-02 05:00:00,30525.1,30553.2,30470.0,30473.1,4516.532,2023-07-02 05:59:59.999,137794630.1906,9.72358667021399,23.964148783043452,-14.240562112829462
2023-07-02 06:00:00,30473.2,30512.7,30462.1,30475.8,3845.882,2023-07-02 06:59:59.999,117251652.8926,4.389060781264561,20.049131182687674,-15.660070401423113
2023-07-02 07:00:00,30475.7,30518.6,30473.9,30504.7,2746.202,2023-07-02 07:59:59.999,83748567.6609,2.4649842496837664,16.53230179608689,-14.067317546403125
2023-07-02 08:00:00,30504.7,30553.9,30477.1,30477.2,4314.068,2023-07-02 08:59:59.999,131634680.4055,-1.264306300701719,12.97298017672917,-14.237286477430889
2023-07-02 09:00:00,30477.2,30542.5,30477.0,30513.4,3195.563,2023-07-02 09:59:59.999,97526481.0522,-1.283957799707423,10.12159258144185,-11.405550381149274
2023-07-02 10:00:00,30513.5,30535.8,30503.1,30505.1,3498.004,2023-07-02 10:59:59.999,106750785.4257,-1.9468305376794888,7.707907957617584,-9.654738495297073
2023-07-02 11:00:00,30505.0,30540.0,30501.5,30537.2,2548.178,2023-07-02 11:59:59.999,77773205.1144,0.1166945882687287,6.189665283747813,-6.072970695479085
